date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:23	22711/22711	---M--	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202019%2013:49:11%20GMT	http://clapat.ro/themes/bauman/about.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/about.html	(from http://clapat.ro/themes/bauman/)
23:48:23	18188/18188	---M--	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2006:42:56%20GMT	http://clapat.ro/themes/bauman/contact.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/contact.html	(from http://clapat.ro/themes/bauman/)
23:48:24	16217/16217	---M--	200	added ('OK')	text/html	date:Thu,%2014%20Nov%202019%2013:46:51%20GMT	http://clapat.ro/themes/bauman/project01.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project01.html	(from http://clapat.ro/themes/bauman/)
23:48:25	16197/16197	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2007:15:39%20GMT	http://clapat.ro/themes/bauman/project02.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project02.html	(from http://clapat.ro/themes/bauman/)
23:48:25	17632/17632	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2007:32:16%20GMT	http://clapat.ro/themes/bauman/project03.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project03.html	(from http://clapat.ro/themes/bauman/)
23:48:26	18419/18419	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2007:39:41%20GMT	http://clapat.ro/themes/bauman/project04.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project04.html	(from http://clapat.ro/themes/bauman/)
23:48:27	15172/15172	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2011:55:47%20GMT	http://clapat.ro/themes/bauman/project05.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project05.html	(from http://clapat.ro/themes/bauman/)
23:48:28	17791/17791	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2009:04:28%20GMT	http://clapat.ro/themes/bauman/project06.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project06.html	(from http://clapat.ro/themes/bauman/)
23:48:29	15696/15696	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2009:19:27%20GMT	http://clapat.ro/themes/bauman/project07.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project07.html	(from http://clapat.ro/themes/bauman/)
23:48:29	14932/14932	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2010:03:18%20GMT	http://clapat.ro/themes/bauman/project08.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project08.html	(from http://clapat.ro/themes/bauman/)
23:48:30	25338/25338	---M--	200	added ('OK')	text/html	date:Wed,%2013%20Nov%202019%2010:07:41%20GMT	http://clapat.ro/themes/bauman/project09.html	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/project09.html	(from http://clapat.ro/themes/bauman/)
23:48:31	50230/50230	---MC-	200	added ('OK')	text/javascript	date:Tue,%2027%20Sep%202022%2022:01:05%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/web-architech-2/www.google-analytics.com/analytics.js	(from http://clapat.ro/themes/bauman/)
23:48:31	17294/17294	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf2-438e%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.5/ScrollMagic.min.js	C:/My%20Web%20Sites/web-architech-2/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.5/ScrollMagic.min.js	(from http://clapat.ro/themes/bauman/)
23:48:32	1289/1289	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf2-509%22	https://cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.5/plugins/animation.gsap.min.js	C:/My%20Web%20Sites/web-architech-2/cdnjs.cloudflare.com/ajax/libs/ScrollMagic/2.0.5/plugins/animation.gsap.min.js	(from http://clapat.ro/themes/bauman/)
23:48:34	14655/14655	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Feb%202020%2013:38:21%20GMT	http://clapat.ro/themes/bauman/css/showcase.css	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/showcase.css	(from http://clapat.ro/themes/bauman/style.css)
23:48:34	9711/9711	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Feb%202020%2016:38:17%20GMT	http://clapat.ro/themes/bauman/css/hero.css	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/hero.css	(from http://clapat.ro/themes/bauman/style.css)
23:48:35	19982/19982	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Feb%202020%2016:43:39%20GMT	http://clapat.ro/themes/bauman/css/portfolio.css	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/portfolio.css	(from http://clapat.ro/themes/bauman/style.css)
23:48:36	26060/26060	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202019%2011:57:20%20GMT	http://clapat.ro/themes/bauman/css/shortcodes.css	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/shortcodes.css	(from http://clapat.ro/themes/bauman/style.css)
23:48:37	43377/43377	---M--	200	added ('OK')	text/css	date:Tue,%2026%20Mar%202019%2020:46:41%20GMT	http://clapat.ro/themes/bauman/css/assets.css	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/assets.css	(from http://clapat.ro/themes/bauman/style.css)
23:48:38	5381/5381	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Sep%202018%2022:00:17%20GMT	http://clapat.ro/themes/bauman/images/rotate.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/rotate.png	(from http://clapat.ro/themes/bauman/style.css)
23:48:44	85593/85593	---M--	200	added ('OK')	application/javascript	date:Tue,%2019%20Mar%202019%2015:01:40%20GMT	http://clapat.ro/themes/bauman/js/jquery.min.js	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/js/jquery.min.js	(from http://clapat.ro/themes/bauman/)
23:48:48	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Aug%202014%2008:46:50%20GMT	http://clapat.ro/themes/bauman/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/fonts/fontawesome-webfont78ce.eot	(from http://clapat.ro/themes/bauman/css/font-awesome.min.css)
23:48:48	80758/80758	---M--	200	added ('OK')	application/javascript	date:Wed,%2019%20Feb%202020%2016:48:58%20GMT	http://clapat.ro/themes/bauman/js/scripts.js	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/js/scripts.js	(from http://clapat.ro/themes/bauman/)
23:48:53	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Aug%202014%2008:46:50%20GMT	http://clapat.ro/themes/bauman/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/fonts/fontawesome-webfontd41d.eot	(from http://clapat.ro/themes/bauman/css/font-awesome.min.css)
23:48:57	287007/287007	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Aug%202014%2008:46:50%20GMT	http://clapat.ro/themes/bauman/fonts/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/fonts/fontawesome-webfont78ce.svg	(from http://clapat.ro/themes/bauman/css/font-awesome.min.css)
23:49:00	65452/65452	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Aug%202014%2008:46:50%20GMT	http://clapat.ro/themes/bauman/fonts/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/fonts/fontawesome-webfont78ce.woff	(from http://clapat.ro/themes/bauman/css/font-awesome.min.css)
23:49:01	22638/22638	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-01.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-01.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:03	18120/18120	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-02.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-02.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:05	19099/19099	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-03.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-03.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:07	112160/112160	---M--	200	added ('OK')	font/ttf	date:Tue,%2026%20Aug%202014%2008:46:50%20GMT	http://clapat.ro/themes/bauman/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/fonts/fontawesome-webfont78ce.ttf	(from http://clapat.ro/themes/bauman/css/font-awesome.min.css)
23:49:07	25340/25340	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-04.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-04.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:08	20834/20834	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-05.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-05.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:10	18094/18094	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-06.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-06.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:12	19659/19659	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-08.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-08.png	(from http://clapat.ro/themes/bauman/about.html)
23:49:20	55754/55754	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2015:21:59%20GMT	http://clapat.ro/themes/bauman/images/01hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/01hero.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:25	80983/80983	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:50%20GMT	http://clapat.ro/themes/bauman/images/projects/deals00.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/deals00.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:26	36878/36878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:53%20GMT	http://clapat.ro/themes/bauman/images/projects/deals01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/deals01.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:32	41268/41268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:56%20GMT	http://clapat.ro/themes/bauman/images/projects/deals02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/deals02.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:34	46549/46549	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:59%20GMT	http://clapat.ro/themes/bauman/images/projects/deals03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/deals03.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:41	47668/47668	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:02%20GMT	http://clapat.ro/themes/bauman/images/projects/deals04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/deals04.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:49:43	444925/444925	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Nov%202019%2013:39:39%20GMT	http://clapat.ro/themes/bauman/js/plugins.js	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/js/plugins.js	(from http://clapat.ro/themes/bauman/)
23:50:08	206691/206691	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2005:05:40%20GMT	http://clapat.ro/themes/bauman/images/02hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/02hero.jpg	(from http://clapat.ro/themes/bauman/project01.html)
23:50:11	168001/168001	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:21%20GMT	http://clapat.ro/themes/bauman/images/projects/opulence02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/opulence02.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:50:35	163632/163632	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:24%20GMT	http://clapat.ro/themes/bauman/images/projects/opulence03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/opulence03.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:50:52	251934/251934	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:27%20GMT	http://clapat.ro/themes/bauman/images/projects/opulence04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/opulence04.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:50:55	675249/675249	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202019%2019:36:19%20GMT	http://clapat.ro/themes/bauman/images/client-07.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/client-07.png	(from http://clapat.ro/themes/bauman/about.html)
23:51:05	186681/186681	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:35%20GMT	http://clapat.ro/themes/bauman/images/projects/opulence05.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/opulence05.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:51:09	103268/103268	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2016:06:53%20GMT	http://clapat.ro/themes/bauman/images/03hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/03hero.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:51:16	66738/66738	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:18%20GMT	http://clapat.ro/themes/bauman/images/projects/cillemore04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/cillemore04.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:52:05	900669/900669	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Sep%202017%2012:15:09%20GMT	http://clapat.ro/themes/bauman/images/projects/opulence01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/opulence01.jpg	(from http://clapat.ro/themes/bauman/project02.html)
23:52:14	492270/492270	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:06%20GMT	http://clapat.ro/themes/bauman/images/projects/cillemore01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/cillemore01.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:52:38	144707/144707	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202019%2015:40:50%20GMT	http://clapat.ro/themes/bauman/images/04hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/04hero.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:52:39	507428/507428	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:24%20GMT	http://clapat.ro/themes/bauman/images/projects/cillemore06.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/cillemore06.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:52:53	89853/89853	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:14%20GMT	http://clapat.ro/themes/bauman/images/projects/hate.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/hate.jpg	(from http://clapat.ro/themes/bauman/project04.html)
23:53:00	691475/691475	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:15%20GMT	http://clapat.ro/themes/bauman/images/projects/cillemore03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/cillemore03.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:53:40	287979/287979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:06%20GMT	http://clapat.ro/themes/bauman/images/projects/dp01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/dp01.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:53:49	650470/650470	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:48:41%20GMT	http://clapat.ro/themes/bauman/images/projects/cillemore11.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/cillemore11.jpg	(from http://clapat.ro/themes/bauman/project03.html)
23:53:56	476624/476624	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2015:59:29%20GMT	http://clapat.ro/themes/bauman/images/05hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/05hero.jpg	(from http://clapat.ro/themes/bauman/project04.html)
23:53:56	341290/341290	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:09%20GMT	http://clapat.ro/themes/bauman/images/projects/dp02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/dp02.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:54:21	252711/252711	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:12%20GMT	http://clapat.ro/themes/bauman/images/projects/dp03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/dp03.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:54:36	245298/245298	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:18%20GMT	http://clapat.ro/themes/bauman/images/projects/dp05.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/dp05.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:54:36	294956/294956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:15%20GMT	http://clapat.ro/themes/bauman/images/projects/dp04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/dp04.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:54:44	144232/144232	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:49%20GMT	http://clapat.ro/themes/bauman/images/projects/verhelst01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/verhelst01.jpg	(from http://clapat.ro/themes/bauman/project06.html)
23:54:55	117685/117685	---M--	200	added ('OK')	image/gif	date:Wed,%2013%20Nov%202019%2008:22:12%20GMT	http://clapat.ro/themes/bauman/images/projects/verhelst02.gif	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/verhelst02.gif	(from http://clapat.ro/themes/bauman/project06.html)
23:55:07	443985/443985	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Sep%202019%2003:22:14%20GMT	http://clapat.ro/themes/bauman/images/06hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/06hero.jpg	(from http://clapat.ro/themes/bauman/project05.html)
23:55:13	174332/174332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:55%20GMT	http://clapat.ro/themes/bauman/images/projects/verhelst04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/verhelst04.jpg	(from http://clapat.ro/themes/bauman/project06.html)
23:55:41	203123/203123	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Sep%202019%2013:17:16%20GMT	http://clapat.ro/themes/bauman/images/07hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/07hero.jpg	(from http://clapat.ro/themes/bauman/project06.html)
23:55:44	189452/189452	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:17:28%20GMT	http://clapat.ro/themes/bauman/images/projects/tim01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/tim01.jpg	(from http://clapat.ro/themes/bauman/project07.html)
23:55:44	411171/411171	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:52%20GMT	http://clapat.ro/themes/bauman/images/projects/verhelst03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/verhelst03.jpg	(from http://clapat.ro/themes/bauman/project06.html)
23:56:06	161020/161020	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:17:32%20GMT	http://clapat.ro/themes/bauman/images/projects/tim02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/tim02.jpg	(from http://clapat.ro/themes/bauman/project07.html)
23:56:14	183058/183058	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:17:39%20GMT	http://clapat.ro/themes/bauman/images/projects/tim03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/tim03.jpg	(from http://clapat.ro/themes/bauman/project07.html)
23:56:14	180973/180973	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:17:24%20GMT	http://clapat.ro/themes/bauman/images/projects/tim04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/tim04.jpg	(from http://clapat.ro/themes/bauman/project07.html)
23:56:19	26357/26357	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:39%20GMT	http://clapat.ro/themes/bauman/images/projects/sapfo01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/sapfo01.jpg	(from http://clapat.ro/themes/bauman/project08.html)
23:56:21	545487/545487	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:59%20GMT	http://clapat.ro/themes/bauman/images/projects/verhelst05.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/verhelst05.jpg	(from http://clapat.ro/themes/bauman/project06.html)
23:56:22	100651/100651	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2016:07:38%20GMT	http://clapat.ro/themes/bauman/images/08hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/08hero.jpg	(from http://clapat.ro/themes/bauman/project07.html)
23:56:25	74010/74010	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:42%20GMT	http://clapat.ro/themes/bauman/images/projects/sapfo02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/sapfo02.jpg	(from http://clapat.ro/themes/bauman/project08.html)
